2025-05-30 09:53:45,780 - log - INFO - ==========================================
data:/leonardo_work/EUHPC_R04_192/fmohamma/Adversarial_Robust_Clip/atpt_data/downstream_datasets
test_sets:Cars
dataset_mode:test
arch:ViT-L/14
resolution:224
workers:4
no_pin_memory:False
batch_size:64
print_freq:20
gpu:0
no_cudnn_benchmark:False
n_ctx:4
ctx_init:a_photo_of_a
tpt_loss:rtpt
seed:0
output_dir:/leonardo_work/EUHPC_R04_192/fmohamma/Adversarial_Robust_Clip/atpt_data/ViT-L/14/Cars
log_output_dir:/leonardo_work/EUHPC_R04_192/fmohamma/Adversarial_Robust_Clip/ATPT/Final_Results/ViT-L/14/Cars
eps:0.0
alpha:0.0
alpha_eps_ratio:4.0
steps:0
lr:0.005
selection_p:0.1
tta_steps:1
ensemble_type:vanilla
top_k:20
softmax_temp:0.01
counter_attack:False
counter_attack_type:pgd
counter_attack_steps:0
counter_attack_eps:4.0
counter_attack_alpha:1.0
counter_attack_tau_thres:0.2
counter_attack_beta:2.0
counter_attack_weighted_perturbations:True
pgd_clip_pure_i_text_embeddings:null
pgd_counter_and_clipure_i_lamda:1.0
selected_id_name:selected_topk.json
weighted_score_name:weighted_scores.json
batch_entropy_name:entropies.json
log_dir:/leonardo_work/EUHPC_R04_192/fmohamma/Adversarial_Robust_Clip/ATPT/Final_Results/ViT-L/14/Cars/Clean/No_Counter_Attack/TPT/Optimization_Loss_rtpt_LR_0_005_Optimization_Steps_1_View_Selection_Fraction_0_1/Inference_Ensemble_vanilla

2025-05-30 09:53:45,781 - log - INFO - Use GPU: 0 for training
2025-05-30 09:54:18,027 - log - INFO - Freezing all parameters except prompt learner
2025-05-30 09:54:18,028 - log - INFO - => Model created: visual backbone ViT-L/14
2025-05-30 09:54:18,055 - log - INFO - Number of test samples: 8041
2025-05-30 09:54:18,055 - log - INFO - Evaluating dataset: Cars
2025-05-30 09:54:18,056 - log - INFO - Starting evaluation with batch size: 64, selection percentage: 0.1
2025-05-30 09:54:18,056 - log - INFO - Test-time adaptation steps: 1, learning rate: 0.005
2025-05-30 09:54:19,105 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:54:32,588 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:54:34,691 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:54:36,794 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:54:38,897 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:54:41,002 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:54:43,105 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:54:45,208 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:54:47,311 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:54:49,416 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:54:51,518 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:54:53,621 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:54:55,724 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:54:57,828 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:54:59,931 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:55:02,034 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:55:04,137 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:55:06,240 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:55:08,343 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:55:10,446 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:55:12,549 - log - INFO - iter:20/8041, clip_acc1=60.0, tta_acc1=70.0
2025-05-30 09:55:12,550 - log - INFO - iter:20/8041, Original Acc@1: 60.00, Acc@5: 90.00, TTA Acc@1: 70.00, Acc@5: 95.00
2025-05-30 09:55:12,550 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:55:14,653 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:55:16,756 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:55:18,859 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:55:20,962 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:55:23,065 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:55:25,167 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:55:27,271 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:55:29,374 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:55:31,476 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:55:33,579 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:55:35,682 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:55:37,785 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:55:39,887 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:55:41,991 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:55:44,094 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:55:46,196 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:55:48,299 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:55:50,401 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:55:52,504 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:55:54,606 - log - INFO - iter:40/8041, clip_acc1=72.5, tta_acc1=70.0
2025-05-30 09:55:54,606 - log - INFO - iter:40/8041, Original Acc@1: 72.50, Acc@5: 95.00, TTA Acc@1: 70.00, Acc@5: 97.50
2025-05-30 09:55:54,606 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:55:56,709 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:55:58,812 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:56:00,914 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:56:03,017 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:56:05,119 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:56:07,222 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:56:09,324 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:56:11,427 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:56:13,530 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:56:15,633 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:56:17,735 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:56:19,838 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:56:21,941 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:56:24,042 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:56:26,146 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:56:28,249 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:56:30,351 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:56:32,454 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:56:34,557 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:56:36,659 - log - INFO - iter:60/8041, clip_acc1=71.66667175292969, tta_acc1=68.33333587646484
2025-05-30 09:56:36,659 - log - INFO - iter:60/8041, Original Acc@1: 71.67, Acc@5: 96.67, TTA Acc@1: 68.33, Acc@5: 98.33
2025-05-30 09:56:36,660 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:56:38,762 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:56:40,865 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:56:42,968 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:56:45,070 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:56:47,173 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:56:49,276 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:56:51,377 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:56:53,480 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:56:55,583 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:56:57,685 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:56:59,789 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:57:01,891 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:57:03,994 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:57:06,097 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:57:08,199 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:57:10,302 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:57:12,404 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:57:14,507 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:57:16,610 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:57:18,712 - log - INFO - iter:80/8041, clip_acc1=72.5, tta_acc1=71.25
2025-05-30 09:57:18,712 - log - INFO - iter:80/8041, Original Acc@1: 72.50, Acc@5: 97.50, TTA Acc@1: 71.25, Acc@5: 98.75
2025-05-30 09:57:18,713 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:57:20,815 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:57:22,918 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:57:25,021 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:57:27,123 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:57:29,226 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:57:31,329 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:57:33,431 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:57:35,533 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:57:37,635 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:57:39,737 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:57:41,840 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:57:43,942 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:57:46,044 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:57:48,146 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:57:50,249 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:57:52,352 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:57:54,454 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:57:56,556 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:57:58,658 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:58:00,761 - log - INFO - iter:100/8041, clip_acc1=76.0, tta_acc1=74.0
2025-05-30 09:58:00,761 - log - INFO - iter:100/8041, Original Acc@1: 76.00, Acc@5: 98.00, TTA Acc@1: 74.00, Acc@5: 99.00
2025-05-30 09:58:00,761 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:58:02,863 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:58:04,965 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:58:07,068 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:58:09,170 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:58:11,273 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:58:13,375 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:58:15,477 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:58:17,580 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:58:19,682 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:58:21,784 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:58:23,886 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:58:25,990 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:58:28,092 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:58:30,194 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:58:32,296 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:58:34,400 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:58:36,502 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:58:38,604 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:58:40,706 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:58:42,809 - log - INFO - iter:120/8041, clip_acc1=73.33333587646484, tta_acc1=72.5
2025-05-30 09:58:42,809 - log - INFO - iter:120/8041, Original Acc@1: 73.33, Acc@5: 97.50, TTA Acc@1: 72.50, Acc@5: 99.17
2025-05-30 09:58:42,810 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:58:44,911 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:58:47,013 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:58:49,116 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:58:51,218 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:58:53,320 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:58:55,422 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:58:57,525 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:58:59,628 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
2025-05-30 09:59:01,730 - log - INFO - Evaluating clean images without adversarial attack or counter-attack
